id,original_title,overview,release_date,popularity,vote_average,vote_count,genre_names
12140,イノセンス,"Cyborg detective Batou is assigned to investigate a series of murders committed by gynoids—doll-like cyborgs, which all malfunctioned, killed, then self-destructed afterwards. The brains of the gynoids initialize in order to protect their manufacturer's software, but in one gynoid, which Batou himself neutralized, one file remains: a voice speaking the phrase ""Help me.""",2004-03-06,19.55,7.318,813,"['Animation', 'Drama', 'Science Fiction']"
7445,Brothers,"When his helicopter goes down during his fourth tour of duty in Afghanistan, Marine Sam Cahill is presumed dead. Back home, brother Tommy steps in to look over Sam’s wife, Grace, and two children. Sam’s surprise homecoming triggers domestic mayhem.",2009-12-02,56.521,7.318,3441,"['Drama', 'Thriller', 'War']"
5548,RoboCop,"In a violent, near-apocalyptic Detroit, evil corporation Omni Consumer Products wins a contract from the city government to privatize the police force. To test their crime-eradicating cyborgs, the company leads street cop Alex Murphy into an armed confrontation with crime lord Boddicker so they can use his body to support their untested RoboCop prototype. But when RoboCop learns of the company's nefarious plans, he turns on his masters.",1987-07-17,499.626,7.318,4903,"['Action', 'Thriller', 'Science Fiction']"
892,Delicatessen,"In a post-apocalyptic world, the residents of an apartment above the butcher shop receive an occasional delicacy of meat, something that is in low supply. A young man new in town falls in love with the butcher's daughter, which causes conflicts in her family, who need the young man for other business-related purposes.",1991-04-17,21.148,7.318,1380,"['Comedy', 'Science Fiction', 'Fantasy']"
212167,サカサマのパテマ,"In an underground world where tunnels extend everywhere, even though they live in dark and confined spaces, people wear protective clothes and lead quiet and enjoyable lives. Patema, a princess in her underground village, loves to explore the tunnels. Her favorite place is a ""danger zone"" that her village prohibits people from entering. Even though she's scolded, Patema's curiosity can't be held back. No one ever explained what the supposed danger was. On her usual trip to the ""danger zone,"" Patema faces unexpected events. When hidden secrets come to light, the story begins to unfold.",2013-11-09,13.293,7.317,390,"['Animation', 'Science Fiction', 'Adventure', 'Drama']"
10647,Pay It Forward,"Like some other kids, 12-year-old Trevor McKinney believed in the goodness of human nature. Like many other kids, he was determined to change the world for the better. Unlike most other kids, he succeeded.",2000-10-20,17.789,7.317,1708,['Drama']
61791,Rise of the Planet of the Apes,"A highly intelligent chimpanzee named Caesar has been living a peaceful suburban life ever since he was born. But when he gets taken to a cruel primate facility, Caesar decides to revolt against those who have harmed him.",2011-08-03,258.598,7.3,11453,"['Thriller', 'Action', 'Drama', 'Science Fiction']"
9539,Martyrs,"A young woman’s quest for revenge against the people who kidnapped and tortured her as a child leads her and her best friend, also a victim of child abuse, on a terrifying journey into a living hell of depravity.",2008-06-12,36.973,7.315,2567,"['Horror', 'Drama', 'Thriller']"
167073,Brooklyn,"In 1950s Ireland and New York, young Eilis Lacey has to choose between two men and two countries.",2015-10-20,241.895,7.315,3011,"['Romance', 'Drama']"
30061,Justice League: Crisis on Two Earths,"A heroic version of Lex Luthor from an alternate universe appears to recruit the Justice League to help save his Earth from the Crime Syndicate, an evil version of the League. What ensues is the ultimate battle of good versus evil in a war that threatens both planets and, through a devious plan launched by Batman's counterpart Owlman, puts the balance of all existence in peril.",2010-02-23,25.587,7.314,670,"['Action', 'Adventure', 'Animation', 'Science Fiction']"
938614,Late Night with the Devil,"A live broadcast of a late-night talk show in 1977 goes horribly wrong, unleashing evil into the nation's living rooms.",2024-03-19,183.163,7.311,409,['Horror']
965,The Magnificent Ambersons,The spoiled young heir to the decaying Amberson fortune comes between his widowed mother and the man she has always loved.,1942-07-10,78.517,7.3,401,"['Drama', 'Romance']"
205587,The Judge,"A successful lawyer returns to his hometown for his mother's funeral only to discover that his estranged father, the town's judge, is suspected of murder.",2014-10-08,65.892,7.313,3932,['Drama']
112198,Le Prénom,"Vincent, a wealthy real estate agent, is invited to dinner by his sister Elizabeth and her husband Peter, both professors in Paris. Claude, a childhood friend and trombonist in a symphony orchestra, is also present. Vincent brings news from the prenatal examination of his and his wife Anna's unborn son.  The name chosen by the soon-to-be parents strongly offends the others for many reasons. The dispute between the guests quickly escalates and before long the resurgence of old grudges and hidden secrets is unavoidable ...",2012-04-25,20.537,7.313,1631,"['Comedy', 'Drama']"
13932,Jack-Jack Attack,"The Parrs' baby Jack-Jack is thought to be normal, not having any super-powers like his parents or siblings. But when an outsider is hired to watch him, Jack-Jack shows his true potential.",2005-03-15,12.085,7.313,892,"['Adventure', 'Animation', 'Family']"
7340,Carrie,"An awkward, telekinetic teenage girl's lonely life is dominated by relentless bullying at school and an oppressive religious fanatic mother at home. When her tormentors pull a humiliating prank at the senior prom, she unleashes a horrifying chaos on everyone, leaving nothing but destruction in her wake.",1976-11-03,114.637,7.313,3662,"['Horror', 'Thriller']"
801,"Good Morning, Vietnam","A disk jockey goes to Vietnam to work for the Armed Forces Radio Service. While he becomes popular among the troops, his superiors disapprove of his humour.",1987-12-23,19.4,7.313,2588,"['Comedy', 'Drama', 'War']"
420809,Maleficent: Mistress of Evil,"Maleficent and her goddaughter Aurora begin to question the complex family ties that bind them as they are pulled in different directions by impending nuptials, unexpected allies, and dark new forces at play.",2019-10-16,42.464,7.311,5928,"['Family', 'Fantasy', 'Adventure', 'Action']"
779,Vampyr - Der Traum des Allan Grey,A student of the occult encounters supernatural haunts and local evildoers in a village outside of Paris.,1932-05-06,13.049,7.312,489,"['Horror', 'Fantasy', 'Mystery']"
746036,The Fall Guy,"Fresh off an almost career-ending accident, stuntman Colt Seavers has to track down a missing movie star, solve a conspiracy and try to win back the love of his life while still doing his day job.",2024-04-24,1915.521,7.318,815,"['Action', 'Comedy']"
590223,Love and Monsters,"Seven years since the Monsterpocalypse began, Joel Dawson has been living underground in order to survive. But after reconnecting over radio with his high school girlfriend Aimee, Joel decides to venture out to reunite with her, despite all the dangerous monsters that stand in his way.",2020-10-16,55.145,7.311,3882,"['Comedy', 'Action', 'Adventure', 'Science Fiction']"
10911,The Guns of Navarone,"A team of allied saboteurs are assigned an impossible mission: infiltrate an impregnable Nazi-held island and destroy the two enormous long-range field guns that prevent the rescue of 2,000 trapped British soldiers.",1961-04-27,21.154,7.311,749,"['War', 'Adventure', 'Thriller', 'Action']"
1830,Lord of War,"Yuri Orlov is a globetrotting arms dealer and, through some of the deadliest war zones, he struggles to stay one step ahead of a relentless Interpol agent, his business rivals and even some of his customers who include many of the world's most notorious dictators. Finally, he must also face his own conscience.",2005-09-16,41.35,7.312,4581,"['Crime', 'Drama', 'Thriller']"
38142,秒速5センチメートル,"Three moments in Takaki's life: his relationship with Akari and their forced separation; his friendship with Kanae, who is secretly in love with him; the demands and disappointments of adulthood, an unhappy life in a cold city.",2007-03-03,28.825,7.31,1871,"['Animation', 'Romance', 'Drama']"
19120,Giulietta degli spiriti,"Middle-aged Giulietta grows suspicious of her husband, Giorgio, when his behavior grows increasingly questionable. One night when Giorgio initiates a seance amongst his friends, Giulietta gets in touch with spirits and learns more about herself and her painful past. Slightly skeptical, but intrigued, she visits a mystic who gives her more information -- and nudges her toward the realization that her husband is indeed a philanderer.",1965-10-22,9.87,7.31,302,"['Comedy', 'Drama', 'Fantasy']"
15003,ช็อคโกแลต,"Zen, an autistic teenage girl with powerful martial arts skills, gets money to pay for her sick mother Zin's treatment by seeking out all the people who owe Zin money and making them pay.",2008-02-06,12.863,7.31,463,"['Action', 'Crime']"
690,Pickpocket,"Michel takes up pickpocketing on a lark and is arrested soon after. His mother dies shortly after his release, and despite the objections of his only friend, Jacques, and his mother's neighbor Jeanne, Michel teams up with a couple of petty thieves in order to improve his craft. With a police inspector keeping an eye on him, Michel also tries to get a straight job, but the temptation to steal is hard to resist.",1959-12-16,15.905,7.31,483,"['Crime', 'Drama']"
539617,Big Time Adolescence,"A seemingly bright and mostly innocent 16-year-old named Mo attempts to navigate high school under the guidance of his best friend Zeke, an unmotivated-yet-charismatic college dropout. Although Zeke genuinely cares about Mo, things start to go awry as he teaches Mo nontraditional life lessons in drug dealing, partying, and dating. Meanwhile, Mo’s well-meaning dad tries to step in and take back the reins of his son’s upbringing.",2020-03-13,15.718,7.3,324,['Comedy']
57212,War Horse,"On the brink of the First World War, Albert's beloved horse Joey is sold to the Cavalry by his father. Against the backdrop of the Great War, Joey begins an odyssey full of danger, joy, and sorrow, and he transforms everyone he meets along the way. Meanwhile, Albert, unable to forget his equine friend, searches the battlefields of France to find Joey and bring him home.",2011-12-25,26.248,7.309,3297,"['War', 'History', 'Drama', 'Adventure']"
21956,Scooby-Doo! and the Monster of Mexico,"A friend of Fred's, Alejo Otero, invites the Scooby gang to Veracruz, Mexico. There they find a monster, El Chupacabra, terrorizing the town.",2003-09-30,16.555,7.309,303,"['Animation', 'Comedy', 'Family', 'Mystery']"
12900,Conspiracy,"At the Wannsee Conference on January 20, 1942, senior Nazi officials meet to determine the manner in which the so-called ""Final Solution to the Jewish Question"" can be best implemented.",2001-05-19,18.915,7.308,382,"['History', 'Drama', 'War', 'TV Movie']"
764,The Evil Dead,"In 1979, a group of college students find a Sumerian Book of the Dead in an old wilderness cabin they've rented for a weekend getaway.",1981-09-10,41.013,7.309,3812,['Horror']
400617,Phantom Thread,"In 1950s London, renowned British dressmaker Reynolds Woodcock comes across Alma, a young, strong-willed woman, who soon becomes ever present in his life as his muse and lover.",2017-12-25,33.111,7.307,3369,"['Drama', 'Romance']"
535356,Elisa y Marcela,"In 1901, Elisa Sánchez Loriga adopts a male identity in order to marry the woman she loves, Marcela Gracia Ibeas.",2019-05-24,10.893,7.306,371,"['Drama', 'Romance']"
10312,Patch Adams,"The true story of Dr. Hunter ""Patch"" Adams, who in the 1970s found that humor is the best medicine, and was willing to do just anything to make his patients laugh—even if it meant risking his own career.",1998-12-25,25.941,7.306,3110,"['Comedy', 'Drama']"
6404,Nosferatu - Phantom der Nacht,"Jonathan Harker, a real estate agent, goes to Transylvania to visit the mysterious Count Dracula and formalize the purchase of a property in Wismar. Once Jonathan is caught under his evil spell, Dracula travels to Wismar where he meets the beautiful Lucy, Jonathan's wife, while a plague spreads through the town, now ruled by death.",1979-01-17,26.518,7.306,787,"['Drama', 'Horror']"
4771,Gone Baby Gone,"When 4 year old Amanda McCready disappears from her home and the police make little headway in solving the case, the girl's aunt, Beatrice McCready hires two private detectives, Patrick Kenzie and Angie Gennaro. The detectives freely admit that they have little experience with this type of case, but the family wants them for two reasons—they're not cops and they know the tough neighborhood in which they all live.",2007-09-18,43.024,7.306,3623,"['Crime', 'Drama', 'Mystery']"
2640,Heathers,"A girl who halfheartedly tries to be part of the ""in crowd"" of her school meets a rebel who teaches her a more devious way to play social politics: by killing the popular kids.",1989-03-31,190.68,7.306,1610,"['Comedy', 'Crime']"
453395,Doctor Strange in the Multiverse of Madness,"Doctor Strange, with the help of mystical allies both old and new, traverses the mind-bending and dangerous alternate realities of the Multiverse to confront a mysterious new adversary.",2022-05-04,90.874,7.304,8648,"['Fantasy', 'Action', 'Adventure']"
407448,Detroit,A police raid in Detroit in 1967 results in one of the largest citizens' uprisings in the history of the United States.,2017-07-28,346.625,7.305,1591,"['Crime', 'Drama', 'Thriller', 'History']"
304357,Woman in Gold,"Maria Altmann, an octogenarian Jewish refugee, takes on the Austrian government to recover a world famous painting of her aunt plundered by the Nazis during World War II, she believes rightfully belongs to her family. She did so not just to regain what was rightfully hers, but also to obtain some measure of justice for the death, destruction, and massive art theft perpetrated by the Nazis.",2015-03-20,12.621,7.305,1350,['Drama']
1265,Bridge to Terabithia,"Jesse Aarons trained all summer to become the fastest runner in school. So he's very upset when newcomer Leslie Burke outruns him and everyone else. Despite this and other differences including that she's rich, he's poor, she's a city girl, and he's a country boy the two become fast friends. Together they create Terabithia, a land of monsters, trolls, ogres, and giants where they rule as king and queen.",2007-02-15,55.385,7.305,4588,"['Adventure', 'Drama', 'Family']"
407448,Detroit,A police raid in Detroit in 1967 results in one of the largest citizens' uprisings in the history of the United States.,2017-07-28,346.625,7.305,1591,"['Crime', 'Drama', 'Thriller', 'History']"
304357,Woman in Gold,"Maria Altmann, an octogenarian Jewish refugee, takes on the Austrian government to recover a world famous painting of her aunt plundered by the Nazis during World War II, she believes rightfully belongs to her family. She did so not just to regain what was rightfully hers, but also to obtain some measure of justice for the death, destruction, and massive art theft perpetrated by the Nazis.",2015-03-20,12.621,7.305,1350,['Drama']
2640,Heathers,"A girl who halfheartedly tries to be part of the ""in crowd"" of her school meets a rebel who teaches her a more devious way to play social politics: by killing the popular kids.",1989-03-31,190.68,7.306,1610,"['Comedy', 'Crime']"
1265,Bridge to Terabithia,"Jesse Aarons trained all summer to become the fastest runner in school. So he's very upset when newcomer Leslie Burke outruns him and everyone else. Despite this and other differences including that she's rich, he's poor, she's a city girl, and he's a country boy the two become fast friends. Together they create Terabithia, a land of monsters, trolls, ogres, and giants where they rule as king and queen.",2007-02-15,55.385,7.305,4588,"['Adventure', 'Drama', 'Family']"
922,Dead Man,A fatally wounded white man is found by an outcast Native American who prepares him for the afterlife.,1995-12-23,21.671,7.305,1504,"['Drama', 'Fantasy', 'Western']"
1029575,The Family Plan,"Dan Morgan is many things: a devoted husband, a loving father, a celebrated car salesman. He's also a former assassin. And when his past catches up to his present, he's forced to take his unsuspecting family on a road trip unlike any other.",2023-12-14,161.353,7.302,1177,"['Action', 'Comedy']"
228194,The Hundred-Foot Journey,A story centered around an Indian family who moves to France and opens a restaurant across the street from a Michelin-starred French restaurant.,2014-08-06,17.245,7.303,1389,"['Drama', 'Comedy']"
16234,Batman Beyond: Return of the Joker,"The Joker is back with a vengeance, and Neo-Gotham's Dark Knight, Terry McGinnis, needs answers as he stands alone to face the old Gotham's most infamous Clown Prince of Crime.",2000-12-12,27.809,7.3,1071,"['Animation', 'Family', 'Action', 'Science Fiction']"
440596,Kiss and Cry,"A romantic drama based on the story of Carley Allison, a promising 18 year old figure skater and singer who made medical history in her fight against a rare 1 in 3.5 billion type of sarcoma.",2017-02-10,11.826,7.3,404,"['Romance', 'Drama', 'Music', 'TV Movie']"
65229,Tomboy,"A French family moves to a new neighborhood with during the summer holidays. The story follows a 10-year-old gender non-conforming child, Laure, who experiments with their gender presentation, adopting the name Mikäel.",2011-04-20,20.555,7.303,661,['Drama']
47735,Sommaren med Monika,"Monika from Stockholm falls in love with Harry, a young man on holiday. When she becomes pregnant they are forced into a marriage, which begins to fall apart soon after they take up residence in a cramped little flat.",1953-02-09,8.542,7.303,335,"['Drama', 'Romance']"
44264,True Grit,"Following the murder of her father by a hired hand, a 14-year-old farm girl sets out to capture the killer. To aid her, she hires the toughest U.S. Marshal she can find—a man with 'true grit'—Reuben J. 'Rooster' Cogburn.",2010-12-22,84.404,7.303,5085,"['Drama', 'Adventure', 'Western']"
11886,Robin Hood,"With King Richard off to the Crusades, Prince John and his slithering minion, Sir Hiss, set about taxing Nottingham's citizens with support from the corrupt sheriff - and staunch opposition by the wily Robin Hood and his band of merry men.",1973-11-08,51.126,7.303,4202,"['Animation', 'Family']"
11426,From Here to Eternity,"In 1941 Hawaii, a private is cruelly punished for not boxing on his unit's team, while his captain's wife and second in command are falling in love.",1953-08-28,20.785,7.303,600,"['War', 'Romance', 'Drama']"
15601,Scooby-Doo! and the Cyber Chase,"When Scooby and the gang get trapped in a video game created for the gang, they must fight against the 'Phantom Virus.' To escape the game they must go level by level and defeat the game once and for all.",2001-10-09,21.834,7.302,493,"['Animation', 'Adventure', 'Comedy']"
861,Total Recall,"Construction worker Douglas Quaid's obsession with the planet Mars leads him to visit Recall, a company who manufacture memories. Something goes wrong during his memory implant turning Doug's life upside down and even to question what is reality and what isn't.",1990-06-01,290.59,7.302,5557,"['Action', 'Adventure', 'Science Fiction']"
318121,The Fundamentals of Caring,"Having suffered a tragedy, Ben becomes a caregiver to earn money. His first client, Trevor, is a hilarious 18-year-old with muscular dystrophy. One paralyzed emotionally, one paralyzed physically, Ben and Trevor hit the road on a trip into the western states. The folks they collect along the way will help them test their skills for surviving outside their calculated existence. Together, they come to understand the importance of hope and the necessity of true friendship.",2016-06-16,16.865,7.301,2118,"['Comedy', 'Drama']"
45612,Source Code,"When decorated soldier Captain Colter Stevens wakes up in the body of an unknown man, he discovers he's part of a mission to find the bomber of a Chicago commuter train.",2011-03-30,55.629,7.301,8043,"['Thriller', 'Science Fiction', 'Mystery']"
13446,Withnail & I,"Two out-of-work actors -- the anxious, luckless Marwood and his acerbic, alcoholic friend, Withnail -- spend their days drifting between their squalid flat, the unemployment office and the pub. When they take a holiday ""by mistake"" at the country house of Withnail's flamboyantly gay uncle, Monty, they encounter the unpleasant side of the English countryside: tedium, terrifying locals and torrential rain.",1987-06-19,18.449,7.302,529,"['Comedy', 'Drama']"
10654,Hair,"Upon receiving his draft notice and leaving his family ranch in Oklahoma, Claude heads to New York and befriends a tribe of long-haired hippies on his way to boot camp.",1979-03-15,35.583,7.301,632,"['Music', 'Drama', 'Comedy']"
15392,Crossroads,"A wanna-be blues guitar virtuoso seeks a long-lost song by legendary musician, Robert Johnson.",1986-03-14,30.127,7.3,403,"['Drama', 'Music', 'Mystery', 'Romance']"
813,Airplane!,An ex-fighter pilot forced to take over the controls of an airliner when the flight crew succumbs to food poisoning.,1980-07-02,49.565,7.3,4305,['Comedy']
381,To Catch a Thief,"An ex-thief is accused of enacting a new crime spree, so to clear his name he sets off to catch the new thief, who’s imitating his signature style.",1955-08-03,49.266,7.3,1429,"['Mystery', 'Romance', 'Thriller']"
396263,GANTZ:O,"After being brutally murdered in a subway station, a teen boy awakens to find himself resurrected by a strange computer named Gantz, and forced to fight a large force of invading aliens in Osaka.",2016-10-14,46.306,7.299,733,"['Science Fiction', 'Action', 'Animation']"
323661,"Mune, le gardien de la lune","When a faun named Mune becomes the Guardian of the Moon, little did he had unprepared experience with the Moon and an accident that could put both the Moon and the Sun in danger, including a corrupt titan named Necross who wants the Sun for himself and placing the balance of night and day in great peril. Now with the help of a wax-child named Glim and the warrior, Sohone who also became the Sun Guardian, they go out on an exciting journey to get the Sun back and restore the Moon to their rightful place in the sky.",2015-02-05,17.372,7.299,522,"['Animation', 'Family', 'Adventure', 'Fantasy']"
58857,十三人の刺客,A bravado period action film set at the end of Japan's feudal era in which a group of unemployed samurai are enlisted to bring down a sadistic lord and prevent him from ascending to the throne and plunging the country into a war-torn future.,2010-09-09,18.082,7.299,1073,"['Adventure', 'Drama', 'Action']"
49538,X-Men: First Class,"Before Charles Xavier and Erik Lensherr took the names Professor X and Magneto, they were two young men discovering their powers for the first time. Before they were arch-enemies, they were closest of friends, working together with other mutants (some familiar, some new), to stop the greatest threat the world has ever known.",2011-06-01,2.395,7.298,12400,"['Action', 'Science Fiction', 'Adventure']"
10112,The Aristocats,"When Madame Adelaide Bonfamille leaves her fortune to Duchess and her children—Bonfamille’s beloved family of cats—the butler plots to steal the money and kidnaps the legatees, leaving them out on a country road. All seems lost until the wily Thomas O’Malley Cat and his jazz-playing alley cats come to the aristocats’ rescue.",1970-12-24,63.236,7.299,4834,"['Animation', 'Comedy', 'Family', 'Adventure']"
199,Star Trek: First Contact,"The Borg, a relentless race of cyborgs, are on a direct course for Earth. Violating orders to stay away from the battle, Captain Picard and the crew of the newly-commissioned USS Enterprise E pursue the Borg back in time to prevent the invaders from changing Federation history and assimilating the galaxy.",1996-11-22,58.471,7.299,1687,"['Science Fiction', 'Action', 'Adventure', 'Thriller']"
104,Lola rennt,"Lola receives a phone call from her boyfriend Manni. He lost 100,000 DM in a subway train that belongs to a very bad guy. She has 20 minutes to raise this amount and meet Manni. Otherwise, he will rob a store to get the money. Three different alternatives may happen depending on some minor event along Lola's run.",1998-03-03,23.7,7.3,2127,"['Action', 'Drama', 'Thriller']"
3,Varjoja paratiisissa,"Nikander, a rubbish collector and would-be entrepreneur, finds his plans for success dashed when his business associate dies. One evening, he meets Ilona, a down-on-her-luck cashier, in a local supermarket. Falteringly, a bond begins to develop between them.",1986-10-17,25.491,7.299,359,"['Drama', 'Comedy', 'Romance']"
338766,Hell or High Water,A divorced dad and his ex-con brother resort to a desperate scheme in order to save their family's farm in West Texas.,2016-08-11,131.567,7.298,4307,"['Western', 'Crime', 'Drama']"
265712,STAND BY ME ドラえもん,Sewashi and Doraemon find themselves way back in time and meet Nobita. It is up to Doraemon to take care of Nobita or else he will not return to the present.,2014-08-08,41.351,7.298,510,"['Animation', 'Family', 'Science Fiction', 'Fantasy', 'Adventure']"
11963,Three Days of the Condor,"A bookish CIA researcher finds all his co-workers dead, and must outwit those responsible until he figures out who he can really trust.",1975-09-24,19.992,7.298,1098,"['Thriller', 'Mystery']"
9090,"To Wong Foo, Thanks for Everything! Julie Newmar","Manhattan drag queens Vida Boheme and Noxeema Jackson impress regional judges in competition, securing berths in the Nationals in Los Angeles. When the two meet pathetic drag novice Chi-Chi Rodriguez — one of the losers that evening — the charmed Vida and Noxeema agree to take the hopeless youngster under their joined wing. Soon the three set off on a madcap road trip across America and struggle to make it to Los Angeles in time.",1995-09-07,22.966,7.298,623,"['Comedy', 'Drama']"
1040148,"Ruby Gillman, Teenage Kraken","Ruby Gillman, a sweet and awkward high school student, discovers she's a direct descendant of the warrior kraken queens. The kraken are sworn to protect the oceans of the world against the vain, power-hungry mermaids. Destined to inherit the throne from her commanding grandmother, Ruby must use her newfound powers to protect those she loves most.",2023-06-28,75.801,7.298,907,"['Animation', 'Family', 'Fantasy', 'Comedy']"
949423,Pearl,"Trapped on her family’s isolated farm, Pearl must tend to her ailing father under the bitter and overbearing watch of her devout mother. Lusting for a glamorous life like she’s seen in the movies, Pearl’s ambitions, temptations, and repressions collide.",2022-09-16,57.932,7.297,1450,"['Horror', 'Drama']"
356296,Suburra,"A gangster known as ""Samurai"" wants to turn the waterfront of Rome into a new Las Vegas. All the local mob bosses have agreed to work for this common goal. But peace is not to last long.",2015-10-14,20.207,7.297,1236,"['Crime', 'Drama', 'Thriller']"
121642,Venuto al mondo,"Full-throttle melodrama about an ill-starred romance set against the backdrop of the siege of Sarajevo. A mother brings her teenage son to Sarajevo, where his father died in the Bosnian conflict years ago.",2012-09-13,13.603,7.297,437,"['Drama', 'Romance', 'War']"
40794,Mine vaganti,"Tommaso is the youngest son of the Cantones, a large, traditional southern Italian family operating a pasta-making business since the 1960s. On a trip home from Rome, where he studies literature and lives with his boyfriend, Tommaso decides to tell his parents the truth about himself. But when he is finally ready to come out in front of the entire family, his older brother Antonio ruins his plans.",2010-02-12,19.148,7.3,756,"['Comedy', 'Drama', 'Romance']"
21032,Balto,"An outcast half-wolf risks his life to prevent a deadly epidemic from ravaging Nome, Alaska.",1995-12-22,32.748,7.297,1980,"['Family', 'Animation', 'Adventure']"
11502,Nóż w wodzie,"On their way to an afternoon on the lake, husband and wife Andrzej and Krystyna nearly run over a young hitchhiker. Inviting the young man onto the boat with them, Andrzej begins to subtly torment him; the hitchhiker responds by making overtures toward Krystyna. When the hitchhiker is accidentally knocked overboard, the husband's panic results in unexpected consequences.",1962-03-09,9.994,7.297,412,"['Drama', 'Thriller']"
9652,Professione: reporter,"David Locke is a world-weary American journalist who has been sent to cover a conflict in northern Africa, but he makes little progress with the story. When he discovers the body of a stranger who looks similar to him, Locke assumes the dead man's identity. However, he soon finds out that the man was an arms dealer, leading Locke into dangerous situations. Aided by a beautiful woman, Locke attempts to avoid both the police and criminals out to get him.",1975-02-28,21.952,7.297,465,"['Drama', 'Mystery', 'Thriller']"
255,Baisers volés,"The third in a series of films featuring François Truffaut's alter-ego, Antoine Doinel, the story resumes with Antoine being discharged from military service. His sweetheart Christine's father lands Antoine a job as a security guard, which he promptly loses. Stumbling into a position assisting a private detective, Antoine falls for his employers' seductive wife, Fabienne, and finds that he must choose between the older woman and Christine.",1968-09-04,19.824,7.297,404,"['Comedy', 'Drama', 'Romance']"
498248,Mia et le lion blanc,A young girl from London moves to Africa with her parents where she befriends a lion cub.,2018-08-02,20.693,7.296,845,"['Adventure', 'Family', 'Drama']"
297270,Tinker Bell and the Legend of the NeverBeast,"An ancient myth of a massive creature sparks the curiosity of Tinker Bell and her good friend Fawn, an animal fairy who’s not afraid to break the rules to help an animal in need. But this creature is not welcome in Pixie Hollow — and the scout fairies are determined to capture the mysterious beast, who they fear will destroy their home. Fawn must convince her fairy friends to risk everything to rescue the NeverBeast.",2014-12-12,57.93,7.296,1019,"['Adventure', 'Animation', 'Family']"
75624,劇場版 NARUTO -ナルト- ブラッド・プリズン,"After his capture for attempted assassination of the Raikage, leader of Kumogakure, as well as killing Jōnin from Kirigakure and Iwagakure, Naruto is imprisoned in Hōzukijou: A criminal containment facility known as the Blood Prison. Mui, the castle master, uses the ultimate imprisonment technique to steal power from the prisoners, which is when Naruto notices his life has been targeted. Thus begins the battle to uncover the truth behind the mysterious murders and prove Naruto's innocence.",2011-07-30,38.523,7.3,549,"['Thriller', 'Animation', 'Action', 'Comedy', 'Horror', 'Mystery']"
11943,Jeremiah Johnson,A mountain man who wishes to live the life of a hermit becomes the unwilling object of a long vendetta by Indians when he proves to be the match of their warriors in one-to-one combat on the early frontier.,1972-09-10,18.376,7.296,574,"['Adventure', 'Western']"
11499,Frost/Nixon,"For three years after being forced from office, Nixon remained silent. But in summer 1977, the steely, cunning former commander-in-chief agreed to sit for one all-inclusive interview to confront the questions of his time in office and the Watergate scandal that ended his presidency. Nixon surprised everyone in selecting Frost as his televised confessor, intending to easily outfox the breezy British showman and secure a place in the hearts and minds of Americans. Likewise, Frost's team harboured doubts about their boss's ability to hold his own. But as the cameras rolled, a charged battle of wits resulted.",2008-10-15,18.082,7.295,1131,"['Drama', 'History']"
1491,The Illusionist,"With his eye on a lovely aristocrat, a gifted illusionist named Eisenheim uses his powers to win her away from her betrothed, a crown prince. But Eisenheim's scheme creates tumult within the monarchy and ignites the suspicion of a dogged inspector.",2006-08-18,37.07,7.296,4741,"['Fantasy', 'Drama', 'Thriller', 'Romance']"
10794,The Party,"Hrundi V. Bakshi, an accident-prone actor from India, is accidentally put on the guest list for an upcoming party at the home of a Hollywood film producer. Unfortunately, from the moment he arrives, one thing after another goes wrong with compounding effect.",1968-04-04,20.594,7.295,723,['Comedy']
557,Spider-Man,"After being bitten by a genetically altered spider at Oscorp, nerdy but endearing high school student Peter Parker is endowed with amazing powers to become the superhero known as Spider-Man.",2002-05-01,137.75,7.295,18434,"['Action', 'Science Fiction']"
87,Indiana Jones and the Temple of Doom,"After arriving in India, Indiana Jones is asked by a desperate village to find a mystical stone. He agrees – and stumbles upon a secret cult plotting a terrible plan in the catacombs of an ancient palace.",1984-05-23,47.802,7.295,8945,"['Adventure', 'Action']"
547258,Play,"In 1993, Max was 13 when he was offered his first camera. For 25 years he will not stop filming. The bunch of friends, the loves, the successes, the failures. From the 90s to the 2010s, it is the portrait of a whole generation that is emerging through its objective.",2019-09-04,16.569,7.3,340,['Comedy']
53457,Elle s'appelait Sarah,"On the night of 16 July 1942, ten year old Sarah and her parents are being arrested and transported to the Velodrome d'Hiver in Paris where thousands of other jews are being sent to get deported. Sarah however managed to lock her little brother in a closet just before the police entered their apartment. Sixty years later, Julia Jarmond, an American journalist in Paris, gets the assignment to write an article about this raid, a black page in the history of France. She starts digging archives and through Sarah's file discovers a well kept secret about her own in-laws.",2010-09-16,11.117,7.294,665,"['Drama', 'War']"
11537,蛇形刁手,"Everyone abuses and humiliates a downtrodden orphan until he befriends an old man, who turns out to be the last master of the snake fist fighting style. Jackie becomes the old man's student and finds himself in battle with the master of the eagle's claw style, who has vowed to destroy the snake fist clan.",1978-03-01,22.62,7.294,301,"['Action', 'Comedy']"
590,The Hours,"""The Hours"" is the story of three women searching for more potent, meaningful lives. Each is alive at a different time and place, all are linked by their yearnings and their fears. Their stories intertwine, and finally come together in a surprising, transcendent moment of shared recognition.",2002-12-27,36.449,7.294,1622,['Drama']
259693,The Conjuring 2,Lorraine and Ed Warren travel to north London to help a single mother raising four children alone in a house plagued by malicious spirits.,2016-06-08,63.091,7.293,8117,['Horror']
